seconds,t_motor,t_ambient,t_predicted,residual
2532.96,26.053,23.812,31.6,-5.664
2537.05,26.054,23.875,31.61,-5.67
2541.15,26.054,23.812,31.61,-5.675
2545.25,26.055,23.875,31.62,-5.681
2549.34,26.055,23.875,31.62,-5.686
2553.44,26.056,23.812,31.63,-5.692
2557.53,26.057,23.812,31.63,-5.697
2561.63,26.057,23.812,31.64,-5.702
2565.73,26.058,23.812,31.64,-5.707
2569.82,26.059,23.812,31.65,-5.713
2573.92,26.059,23.812,31.66,-5.718
2578.01,26.06,23.812,31.66,-5.723
2582.11,26.06,23.812,31.67,-5.729
2586.21,26.061,23.812,31.67,-5.734
2590.3,26.062,23.812,31.68,-5.739
2594.4,26.062,23.812,31.68,-5.744
2598.49,26.063,23.812,31.69,-5.749
2602.59,26.064,23.812,31.69,-5.755
2606.69,26.065,23.812,31.7,-5.76
2610.78,26.065,23.812,31.7,-5.765
2614.88,26.066,23.812,31.71,-5.77
2618.97,26.066,23.75,31.71,-5.775
2623.07,26.066,23.812,31.72,-5.78
2627.17,26.066,23.812,31.72,-5.847
